Gene	GliNS1	G144	G166	G179	CB541	CB660
SET	1761	1777	5407	2076	1333	1738
SET7	11	12	29	12	44	5
SET8	47	22	233	16	41	35
SETBP1	12	13	12	35	92	76
SETD1A	33	10	28	8	32	7
SETD1B	18	9	43	10	8	17
SETD2	35	30	154	238	201	71
SETD3	39	36	91	104	53	54
SETD4	5	11	17	6	12	13
SETD5	10	6	64	0	0	1
SETD6	5	4	38	12	2	1
SETD7	65	72	309	167	131	45
SETD8	58	64	296	64	201	50
SETDB1	37	37	79	40	29	34
SETDB2	7	12	26	22	23	12
SETMAR	7	3	10	11	0	3
SETX	19	36	88	77	51	30
SEZ6	8	8	589	6	273	17
SEZ6L	84	81	0	4	0	2
SEZ6L2	44	9	37	12	13	2
SF1	566	378	652	557	1072	828
SF3A1	534	356	1135	1064	1325	729
SF3A2	206	95	337	145	322	164
SF3A3	188	115	539	210	301	262
SF3B1	813	876	1134	2944	1465	1129
SF3B14	112	112	244	172	115	157
SF3B2	366	337	921	1732	1138	668
SF3B3	198	113	214	302	320	255
SF3B4	68	41	162	21	133	114
SF3B5	721	875	815	1798	2291	469
SF4	62	79	58	14	65	97
SFI1	10	0	10	1	6	3
SFMBT1	11	22	35	15	4	14
SFMBT2	56	65	35	141	261	125
SFN	0	4	70	0	6	1
SFPQ	688	576	884	1071	1056	686
SFRP1	114	370	0	14	1465	424
SFRP2	0	1	5	7	1	29
SFRP4	13	6	103	35	0	46
SFRP5	7	15	1	0	0	20
SFRS1	262	197	442	393	384	382
SFRS10	458	376	1282	1658	1185	963
SFRS11	260	244	808	449	382	392
SFRS12	168	120	401	278	403	270
SFRS14	123	98	174	48	54	79
SFRS15	17	13	98	34	24	17
SFRS16	48	19	53	2	5	41
SFRS2	1420	887	2968	1883	2269	2242
SFRS2IP	115	142	303	243	385	215
SFRS3	893	696	2069	2149	2490	2023
SFRS4	145	87	215	145	108	122
SFRS5	143	70	435	30	186	272
SFRS6	195	74	136	231	336	177
SFRS7	243	248	330	199	155	223
SFRS8	191	175	282	294	186	197
SFRS9	564	581	1517	272	686	541
SFT2D1	90	105	872	309	331	107
SFT2D2	9	18	20	36	20	4
SFT2D3	57	39	147	18	123	67
SFTPA1	0	1	0	0	0	0
SFTPA2	0	0	1	0	0	0
SFTPB	1	1	3	9	3	0
SFTPD	0	0	0	0	0	1
SFXN1	156	147	1038	257	625	326
SFXN2	4	13	23	0	7	7
SFXN3	288	265	223	114	552	109
SFXN4	73	66	277	7	23	33
SFXN5	29	31	84	124	153	36
SGCA	1	1	1	0	0	5
SGCB	300	178	542	501	651	439
SGCD	100	223	0	0	0	9
SGCE	209	125	149	556	228	81
SGCG	0	0	1	0	0	0
SGEF	63	21	72	114	130	67
SGIP1	9	13	0	2	6	7
SGK	15	14	123	153	86	82
SGK3	16	19	20	3	0	0
SGKL	6	1	7	0	1	2
SGNE1	11	20	181	113	13	11
SGOL1	23	23	100	55	13	14
SGOL2	77	101	142	192	90	106
SGPL1	94	59	105	144	283	187
SGPP1	13	17	16	1	16	24
SGPP2	1	5	8	11	1	7
SGSH	47	33	52	12	34	20
SGTA	97	140	134	159	520	80
SGTB	5	2	15	22	7	15
SH2B	55	33	80	28	75	56
SH2BP1	114	193	150	62	179	80
SH2D1A	1	8	0	0	0	0
SH2D1B	0	0	0	11	0	0
SH2D2A	0	0	3	0	0	0
SH2D3A	5	4	7	0	5	1
SH2D3C	1	0	25	11	14	87
SH2D4A	7	6	48	46	0	3
SH3BGR	28	16	1269	607	51	26
SH3BGRL	2219	4226	2246	4544	8286	2534
SH3BGRL2	142	167	511	418	228	185
SH3BGRL3	231	129	543	102	346	377
SH3BP1	59	58	71	270	0	53
SH3BP2	40	39	102	173	120	56
SH3BP4	252	343	180	571	1225	553
SH3BP5	7	32	124	1136	221	209
SH3BP5L	37	42	54	131	93	24
SH3D19	415	619	160	422	858	67
SH3GL1	200	183	348	651	807	135
SH3GL2	3	1	2	0	0	4
SH3GL3	0	0	0	0	1	7
SH3GLB1	345	377	1097	1036	1269	380
SH3GLB2	25	7	109	17	18	70
SH3GLP2	0	0	1	0	2	0
SH3KBP1	504	682	630	464	659	108
SH3MD1	2	5	37	8	2	14
SH3MD2	17	15	59	17	125	55
SH3MD4	2	0	14	4	2	9
SH3PX3	13	14	38	19	99	25
SH3PXD2A	8	4	55	105	39	79
SH3PXD2B	7	0	7	0	0	6
SH3RF1	33	20	181	187	411	96
SH3RF2	3	6	16	5	0	3
SH3TC1	0	0	5	0	0	1
SH3TC2	6	7	4	1	0	4
SH3YL1	94	53	110	111	78	186
SHANK2	2	2	5	0	5	10
SHANK3	8	1	3	0	22	5
Sharpin	53	51	145	52	48	19
Shax3	14	3	23	12	6	12
SHB	19	5	149	96	65	35
SHBG	1	2	0	10	16	0
SHC1	89	103	549	263	685	611
SHC2	87	52	56	5	53	17
SHC3	25	11	17	0	2	16
SHC4	40	21	306	67	17	10
SHCBP1	30	29	101	142	31	31
SHD	11	16	11	78	3	53
SHD1	1	0	1	0	0	0
SHF	1	0	8	0	0	1
SHFM1	690	579	1988	1606	898	706
SHFM3	1	0	2	5	0	1
SHH	2	1	0	0	0	2
SHKBP1	173	175	235	24	174	104
SHMT1	107	98	109	114	45	65
SHMT2	82	84	1421	390	567	252
SHOC2	73	50	67	42	191	84
SHOX2	70	76	160	24	0	2
SHPRH	10	3	41	26	40	19
SHQ1	13	15	37	22	4	26
SHREW1	0	0	6	1	0	4
SHRM	24	13	40	26	227	61
ShrmL	82	47	378	222	1296	620
SIAE	24	22	52	132	37	50
SIAH1	85	54	175	279	217	207
SIAH2	57	69	495	84	99	48
SIAHBP1	168	91	264	84	254	512
SIAT1	26	10	11	1	1	12
SIAT10	41	35	9	0	0	8
SIAT2	22	32	0	0	0	68
SIAT4A	5	1	8	1	0	0
SIAT4B	44	16	103	98	173	108
SIAT4C	2	1	6	8	1	1
SIAT6	1	2	6	0	7	5
SIAT7A	4	0	1	6	0	2
SIAT7B	44	27	210	16	14	35
SIAT7C	4	5	0	0	14	11
SIAT7D	3	4	6	0	0	1
SIAT7E	0	0	1	0	5	23
SIAT7F	2	1	5	0	2	0
SIAT8A	2	4	0	0	0	0
SIAT8B	0	0	3	0	0	2
SIAT8C	11	4	0	0	0	1
SIAT8D	85	99	0	53	59	66
SIAT8E	303	119	1	206	26	10
SIAT8F	0	0	2	0	0	2
SIAT9	24	15	5	4	55	6
SIDT1	6	8	11	44	61	20
SIDT2	37	23	63	75	162	64
SIGIRR	9	1	8	0	15	23
SIGLEC1	0	1	0	0	0	0
SIGLEC10	51	8	55	10	11	38
SIGLEC11	0	0	1	0	0	0
SIGLEC5	7	12	17	12	4	8
SIGLEC6	0	0	0	0	1	0
SIGLEC8	7	8	16	36	13	16
SIGLECP16	0	0	2	0	1	0
SIKE	1	1	9	0	1	0
SIL	6	10	47	22	22	15
SIL1	51	29	139	30	88	43
SILV	2	3	5	5	0	2
SIM2	15	28	4	53	0	12
SIMP	234	168	396	89	197	232
SIN3A	28	63	56	15	69	36
SIN3B	77	49	37	45	168	76
SIP1	22	11	33	31	7	15
SIPA1	63	37	43	26	16	23
SIPA1L1	413	349	214	401	759	134
SIPA1L2	186	308	107	67	90	89
SIPA1L3	236	177	364	241	367	91
SIRPB1	19	18	7	1	147	10
SIRPB2	0	0	0	0	0	1
SIRT1	29	19	62	24	42	40
SIRT2	34	40	47	0	55	4
SIRT3	118	121	278	405	283	181
SIRT4	1	4	5	0	11	1
SIRT5	43	49	112	167	63	47
SIRT6	54	33	47	26	97	37
SIRT7	41	7	120	0	5	6
SITPEC	60	79	153	70	42	64
SIVA	114	76	1214	359	599	462
SIX1	94	74	181	156	0	51
SIX2	1	3	0	0	0	10
SIX3	3	34	4	0	629	885
SIX4	1	6	17	40	0	4
SIX5	48	35	190	105	178	241
SIX6	1	1	0	0	2172	33
SKB1	3	5	22	7	3	17
SKD3	3	6	7	0	0	3
SKI	34	31	68	23	216	34
SKIIP	7	3	7	14	13	6
SKIL	29	37	181	107	133	110
SKIP	20	13	55	86	74	7
SKIV2L	170	87	540	160	187	264
SKIV2L2	220	168	491	291	433	164
SKP1A	907	750	5337	1785	4170	1900
SKP2	15	20	86	40	105	181
SLA	1	0	1	0	0	0
SLA/LP	36	38	91	68	40	53
SLA2	7	2	124	7	27	10
SLAC2-B	0	0	7	3	1	2
SLAMF6	1	1	1	0	0	0
SLAMF8	0	0	0	4	0	0
SLB	2	4	1	0	2	0
SLBP	101	71	987	879	168	236
SLC10A1	0	0	2	0	0	0
SLC10A3	54	61	544	170	398	46
SLC10A4	9	1	53	24	63	36
SLC11A1	14	2	8	2	9	1
SLC11A2	67	41	115	155	59	61
SLC12A2	183	140	208	162	546	378
SLC12A4	62	37	193	8	251	26
SLC12A5	0	0	0	0	0	1
SLC12A6	20	5	20	16	21	16
SLC12A7	0	0	90	8	9	52
SLC12A8	24	2	53	64	17	9
SLC12A9	1478	1145	2985	2300	1937	1530
SLC13A3	8	14	6	23	39	10
SLC13A4	0	5	5	4	15	2
SLC13A5	0	0	0	0	5	4
SLC14A1	49	33	71	128	13	25
SLC14A2	1	2	2	1	0	1
SLC15A1	5	7	9	13	4	4
SLC15A2	3	13	5	5	397	74
SLC15A3	0	0	33	24	29	124
SLC15A4	69	66	136	123	84	77
SLC16A1	190	295	470	51	132	91
SLC16A10	2	4	38	14	2	15
SLC16A11	1	0	0	0	0	0
SLC16A12	0	0	3	0	0	0
SLC16A13	0	0	0	0	6	0
SLC16A14	17	10	131	122	18	51
SLC16A2	63	73	93	46	98	173
SLC16A3	0	1	29	43	1	1
SLC16A4	14	10	343	415	462	135
SLC16A5	10	4	11	8	5	12
SLC16A6	0	6	28	14	0	2
SLC16A7	1	0	2	10	2	1
SLC16A8	0	0	1	0	0	0
SLC16A9	6	3	9	5	19	29
SLC17A2	4	5	17	8	11	17
SLC17A4	1	0	0	0	0	0
SLC17A5	74	95	212	62	154	60
SLC17A7	3	3	6	5	0	3
SLC18A1	2	0	0	0	0	0
SLC18A2	81	77	109	101	153	121
SLC18A3	0	0	0	0	0	2
SLC19A1	42	19	70	25	29	38
SLC19A2	24	20	59	17	19	14
SLC19A3	4	6	3	3	1	0
SLC1A1	41	32	20	0	0	3
SLC1A2	14	25	0	0	0	2
SLC1A3	577	521	121	494	30	364
SLC1A4	196	86	172	60	58	111
SLC1A5	80	66	693	49	62	81
SLC1A6	31	28	131	95	81	74
SLC20A1	84	100	395	307	184	438
SLC20A2	61	46	57	26	22	38
SLC22A1	0	0	2	2	0	3
SLC22A13	199	107	243	51	58	100
SLC22A14	0	0	2	0	0	0
SLC22A15	0	0	23	1	0	1
SLC22A16	0	0	0	0	0	1
SLC22A17	59	21	20	0	6	57
SLC22A18	30	8	96	6	5	6
SLC22A3	0	0	0	0	0	1
SLC22A4	9	20	44	174	16	8
SLC22A5	7	9	183	155	33	21
SLC22A7	0	0	1	0	0	1
SLC22A9	0	1	2	0	2	1
SLC23A1	3	2	5	6	1	2
SLC23A2	561	498	313	1006	639	237
SLC23A3	1	2	5	0	2	1
SLC24A1	4	3	7	32	18	7
SLC24A2	3	3	3	0	0	0
SLC24A3	2	0	0	1	1	1
SLC24A4	0	0	5	0	4	0
SLC24A5	25	24	71	17	94	69
SLC24A6	10	6	32	23	0	12
SLC25A1	171	113	388	67	338	116
SLC25A10	3	2	37	3	5	4
SLC25A11	78	27	194	18	129	45
SLC25A12	62	106	63	158	81	59
SLC25A13	258	295	167	493	868	180
SLC25A14	26	15	80	20	49	58
SLC25A15	30	54	73	7	33	27
SLC25A16	36	65	86	72	140	50
SLC25A17	116	233	218	441	773	50
SLC25A18	10	3	12	2	6	1
SLC25A19	8	14	167	2	8	3
SLC25A20	66	57	213	152	274	71
SLC25A21	1	2	0	3	23	49
SLC25A22	125	129	1206	1530	521	313
SLC25A23	519	500	211	359	512	139
SLC25A24	26	39	121	73	79	67
SLC25A25	32	21	145	27	51	33
SLC25A26	44	33	141	168	76	92
SLC25A27	4	24	5	27	9	4
SLC25A28	29	33	127	5	41	33
SLC25A29	171	103	380	167	376	130
SLC25A3	47	47	144	78	95	95
SLC25A30	52	71	115	167	123	42
SLC25A32	54	21	29	122	42	26
SLC25A34	11	0	33	6	8	12
SLC25A35	2	8	19	21	2	2
SLC25A36	4	8	30	12	14	6
SLC25A37	24	11	136	10	18	37
SLC25A4	323	238	850	854	908	558
SLC25A5	2825	2986	10516	2408	3143	2062
SLC25A6	1259	674	2357	901	2673	1860
SLC26A1	1	0	0	5	0	3
SLC26A10	245	62	14	27	14	30
SLC26A11	96	58	204	119	355	208
SLC26A2	370	789	26	111	150	51
SLC26A4	0	0	12	8	0	6
SLC26A6	21	14	36	12	16	7
SLC26A7	12	3	10	32	0	7
SLC26A8	0	0	1	0	0	1
SLC27A1	134	63	166	36	91	75
SLC27A2	485	365	2372	1278	921	1127
SLC27A3	10	16	4	0	4	10
SLC27A4	17	3	41	4	36	10
SLC27A5	67	42	46	20	31	55
SLC27A6	0	0	4	14	1	2
SLC28A1	2	8	12	13	16	19
SLC28A2	2	1	7	2	4	3
SLC28A3	0	0	0	1	0	2
SLC29A1	49	77	228	116	49	67
SLC29A2	12	6	54	8	5	23
SLC29A3	6	7	0	5	9	13
SLC29A4	16	8	1	0	3	3
SLC2A1	91	68	498	237	874	269
SLC2A10	2	0	54	81	15	22
SLC2A11	152	122	99	93	58	90
SLC2A12	2	2	270	539	443	98
SLC2A13	46	46	59	23	26	77
SLC2A14	17	14	6	36	195	13
SLC2A3	42	13	194	104	199	145
SLC2A4	1	0	0	0	0	2
SLC2A4RG	74	55	1525	549	1055	253
SLC2A5	1	2	7	91	0	0
SLC2A6	1	0	1	2	0	0
SLC2A8	22	22	108	61	98	48
SLC2A9	9	3	7	20	3	11
SLC30A1	117	92	239	126	734	126
SLC30A10	0	0	3	0	0	1
SLC30A2	0	0	6	0	0	1
SLC30A3	0	0	0	2	0	0
SLC30A4	1	1	5	14	0	2
SLC30A5	70	70	478	270	227	161
SLC30A6	47	58	42	81	76	30
SLC30A7	79	149	719	1331	459	306
SLC30A8	2	1	3	4	0	3
SLC30A9	85	60	240	113	311	124
SLC31A1	632	381	2063	366	752	684
SLC31A2	3	6	9	14	5	5
SLC32A1	0	0	0	0	0	1
SLC33A1	122	107	454	219	343	122
SLC34A2	0	0	1	0	0	2
SLC34A3	0	0	0	1	0	1
SLC35A1	26	26	30	21	16	9
SLC35A2	99	72	280	121	100	118
SLC35A3	25	30	52	41	17	17
SLC35A4	71	35	123	53	106	64
SLC35A5	112	134	203	402	598	223
SLC35B1	98	77	184	64	95	96
SLC35B2	177	108	344	293	298	346
SLC35B3	107	81	95	497	114	47
SLC35B4	128	95	166	198	101	74
SLC35C1	7	10	16	0	15	9
SLC35C2	46	15	163	16	41	77
SLC35D1	59	53	93	415	167	104
SLC35D2	30	28	166	98	92	19
SLC35D3	3	0	0	0	0	0
SLC35E1	220	206	400	103	160	90
SLC35E2	126	98	216	245	384	409
SLC35E3	14	44	72	89	71	38
SLC35E4	7	3	12	4	3	13
SLC35F1	768	508	63	376	1284	436
SLC35F2	5	13	49	109	19	36
SLC35F3	10	8	0	0	0	1
SLC35F4	0	0	1	4	4	5
SLC35F5	307	432	154	649	526	105
SLC36A1	4	0	2	0	5	4
SLC36A2	4	1	13	6	0	2
SLC36A4	31	33	181	193	107	70
SLC37A1	0	2	22	1	8	11
SLC37A3	210	101	251	272	191	158
SLC37A4	9	3	47	0	3	14
SLC38A1	107	67	801	194	44	23
SLC38A2	405	279	798	457	827	1018
SLC38A3	4	0	1	5	6	0
SLC38A5	31	11	74	4	0	0
SLC38A6	23	34	45	92	43	23
SLC39A1	78	52	187	299	184	141
SLC39A10	122	143	118	24	247	106
SLC39A11	89	84	297	19	81	54
SLC39A12	0	0	0	0	0	1
SLC39A13	17	8	129	0	46	20
SLC39A14	47	41	111	64	34	21
SLC39A2	0	0	2	0	0	0
SLC39A3	105	29	116	21	89	28
SLC39A4	4	6	47	36	46	40
SLC39A5	0	0	3	0	0	0
SLC39A6	102	167	76	41	179	83
SLC39A7	167	63	516	134	203	325
SLC39A8	1	2	134	33	44	25
SLC39A9	101	45	164	204	283	166
SLC3A1	416	320	254	1016	668	351
SLC3A2	223	141	1566	1110	1250	554
SLC40A1	100	71	24	49	84	58
SLC41A1	57	24	136	35	79	33
SLC41A2	6	10	19	26	22	6
SLC41A3	20	31	27	8	56	29
SLC43A1	1	4	2	1	0	2
SLC43A2	3	0	6	0	8	1
SLC43A3	32	18	9	34	21	17
SLC44A1	149	151	163	113	64	37
SLC44A2	308	188	451	1147	593	157
SLC44A3	4	11	5	28	9	8
SLC44A4	0	1	6	4	1	2
SLC44A5	4	0	0	11	0	0
SLC45A3	4	7	37	0	0	2
SLC45A4	19	2	30	30	133	38
SLC4A1	1	0	2	0	0	0
SLC4A10	0	0	2	40	0	0
SLC4A11	8	17	114	11	0	0
SLC4A1AP	74	114	511	443	218	93
SLC4A2	271	101	106	213	246	168
SLC4A3	17	8	12	15	15	12
SLC4A4	30	22	22	17	1075	123
SLC4A5	12	5	67	55	11	26
SLC4A7	116	128	494	274	72	76
SLC4A8	24	6	20	53	21	13
SLC4A9	0	2	0	0	0	0
SLC5A10	0	1	10	0	0	0
SLC5A12	1	0	1	7	0	0
SLC5A2	0	0	3	0	0	0
SLC5A5	0	0	0	0	0	1
SLC5A6	37	60	25	18	58	24
SLC5A9	2	0	0	0	0	0
SLC6A1	7	7	0	0	0	2
SLC6A11	0	0	1	0	1	0
SLC6A12	1	0	0	4	3	0
SLC6A13	0	2	0	0	0	2
SLC6A15	0	0	0	0	31	17
SLC6A16	4	3	6	0	30	7
SLC6A20	1	1	5	0	5	7
SLC6A4	0	0	0	1	0	0
SLC6A6	226	195	1495	3071	1276	668
SLC6A8	315	156	1525	463	498	597
SLC6A9	29	19	52	1	9	19
SLC7A1	78	113	405	218	164	168
SLC7A10	40	99	45	48	88	64
SLC7A11	5	6	413	321	32	58
SLC7A13	0	0	0	0	0	1
SLC7A14	3	0	0	0	0	0
SLC7A2	34	23	0	0	0	0
SLC7A3	1	0	0	0	0	1
SLC7A5	34	11	259	17	185	56
SLC7A7	2	6	3	10	14	7
SLC7A8	6	6	14	5	0	3
SLC7A9	0	0	1	0	0	0
SLC8A1	5	11	122	139	17	37
SLC8A2	3	1	5	0	1	1
SLC8A3	15	25	13	0	0	2
SLC9A1	54	16	128	33	110	119
SLC9A10	0	0	0	0	1	0
SLC9A11	0	0	5	0	6	6
SLC9A2	0	0	17	0	0	5
SLC9A3	7355	5882	597	489	2357	414
SLC9A3R1	23	12	165	29	103	127
SLC9A3R2	22	12	63	92	43	37
SLC9A4	0	0	0	8	1	0
SLC9A5	3	1	2	9	0	0
SLC9A6	24	23	47	77	176	38
SLC9A7	0	3	64	15	65	16
SLC9A8	5	4	13	0	10	8
SLC9A9	13	15	14	56	67	40
SLCO1B3	0	0	15	0	0	0
SLCO1C1	1914	1292	5023	5310	3997	3647
SLCO2A1	23	10	0	0	278	206
SLCO2B1	0	0	0	8	1	1
SLCO3A1	6	73	223	48	0	9
SLCO4A1	28	41	26	0	5	8
SLCO5A1	467	245	1332	499	551	3440
SLCO6A1	9	3	1	10	0	3
SLD5	54	35	80	55	64	39
SLIC1	1	1	1	0	0	0
SLICK	12	49	81	10	123	81
SLIT1	170	89	2	0	1	48
SLIT2	0	3	0	0	49	26
SLIT3	0	0	26	15	0	2
SLITL2	9	1	17	23	2	50
SLITRK1	4	4	0	0	9	45
SLITRK2	477	415	40	36	0	158
SLITRK3	38	21	7	0	43	34
SLITRK4	45	12	0	0	0	0
SLITRK5	9	0	28	0	64	168
SLITRK6	26	2	7	1	7	12
SLK	324	344	447	514	1967	569
SLMAP	139	144	980	468	309	230
SLN	37	20	3	11	0	46
SLPI	0	0	2	0	0	0
SLTM	34	31	89	119	127	49
SLU7	111	98	290	76	72	81
SMA3	7	10	17	10	2	27
SMA4	29	14	38	12	9	26
SMAD1	124	70	232	161	110	53
SMAD2	9885	5639	14825	25258	10311	10529
SMAD3	2465	2071	7250	8906	5515	6404
SMAD4	96	81	231	105	178	236
SMAD5	75	42	282	176	224	216
SMAD6	0	0	1	0	0	0
SMAD7	0	4	2	6	25	12
SMAD9	1	0	0	0	0	6
SMAP	472	386	1642	1448	1395	870
SMAP-1	2	4	8	6	2	4
SMAP-5	61	65	176	93	88	66
SMAP1	186	196	476	151	555	254
SMAP1L	67	34	91	142	373	34
SMARCA1	72	76	113	83	159	150
SMARCA2	99	141	244	35	18	34
SMARCA3	181	145	336	139	275	130
SMARCA4	358	435	223	82	235	137
SMARCA5	276	369	455	1004	451	341
SMARCAD1	166	153	412	443	292	301
SMARCAL1	90	87	162	488	224	132
SMARCB1	92	56	346	223	305	520
SMARCC1	198	163	324	262	252	306
SMARCC2	142	115	378	144	321	318
SMARCD1	162	122	476	698	562	539
SMARCD2	57	55	120	46	35	29
SMARCD3	251	140	235	114	229	198
SMARCE1	215	236	501	165	327	474
SMBP	680	611	784	440	1657	797
SMC1L1	36	33	247	99	117	106
SMC2L1	59	55	110	264	79	163
SMC4L1	1035	1412	4051	7131	4138	2648
SMC5L1	71	61	338	612	442	112
SMC6L1	38	17	54	181	48	61
SMCHD1	19	18	15	27	49	29
SMCP	1	1	0	0	0	0
SMCR2	0	0	4	12	0	9
SMCR7	8	4	23	7	10	0
SMCX	238	349	2190	381	918	341
SMCY	120	46	0	38	183	0
SMEK2	51	55	164	162	200	81
SMG1	144	73	300	311	197	225
SMG5	49	26	187	18	70	67
SMG6	4	8	8	4	24	26
SMG7	15	2	55	59	29	96
SMILE	49	35	184	200	208	172
SMN2	24	11	247	135	299	113
SMNDC1	347	364	530	401	890	227
SMO	4	6	10	16	15	43
SMOC1	5	77	0	0	261	56
SMOC2	2	0	1	0	1	57
SMOX	45	16	83	7	83	38
SMP1	80	102	510	30	184	312
SMP3	4	1	15	0	4	1
SMPD1	241	115	164	347	263	129
SMPD2	10	9	19	22	20	13
SMPD3	6	4	20	18	1	12
SMPDL3A	15	9	9	1	31	9
SMPDL3B	2	1	6	2	4	8
SMPX	0	0	3	0	0	11
SMS	438	911	2563	846	1327	322
SMTN	46	20	89	68	42	28
SMU1	51	55	162	400	148	131
SMUG1	113	101	119	228	93	66
SMURF1	34	14	38	12	29	9
SMURF2	78	78	675	397	317	149
SMYD1	0	0	0	0	0	14
SMYD2	49	49	242	304	282	54
SMYD3	144	86	215	252	187	141
SMYD4	3	9	31	1	9	12
SMYD5	83	40	145	76	56	100
SNAG1	47	45	206	159	60	76
SNAI1	16	4	10	0	9	5
SNAI2	12	2	9	9	0	7
SNAI3	0	0	1	5	0	5
SNAP23	124	126	167	149	295	147
SNAP25	199	201	126	575	30	34
SNAP29	38	44	54	44	73	51
SNAP91	14	12	1	0	0	1
SNAPAP	118	164	209	650	748	146
SNAPC1	347	303	936	1774	472	282
SNAPC2	230	294	684	1391	1159	526
SNAPC3	139	133	333	136	363	138
SNAPC4	24	7	107	51	127	53
SNAPC5	18	13	233	68	125	58
SNARK	0	5	20	0	19	21
SNCA	83	78	251	412	489	343
SNCAIP	2	1	0	1	3	33
SNCB	1	0	9	56	5	0
SNCG	0	0	4	0	0	12
SND1	229	75	310	39	149	97
SNED1	13	10	24	174	84	24
SNF1LK	8	8	220	27	34	43
SNF1LK2	110	77	238	345	270	168
SNF7DC2	25	5	122	178	45	62
SNF8	44	27	126	81	39	41
SNFT	106	56	8	72	0	3
SNIP	5	7	9	8	72	8
SNIP1	18	13	33	28	19	19
SNN	8	8	31	14	18	25
SNPH	8	15	31	14	6	33
SNRK	52	36	41	12	33	21
SNRP70	214	113	112	16	98	35
SNRPA	59	15	85	14	20	81
SNRPA1	130	105	912	411	423	319
SNRPB	1111	1041	6721	1616	2555	1359
SNRPB2	658	636	706	166	198	120
SNRPC	76	46	401	154	175	193
SNRPD1	456	794	1061	2025	1131	668
SNRPD2	1272	1234	2604	448	772	1121
SNRPD3	411	535	584	846	692	421
SNRPE	290	242	2286	1904	605	607
SNRPF	166	93	1054	987	288	500
SNRPG	2600	2843	14591	6633	7607	4046
SNRPN	190	158	231	5	670	255
SNTA1	6	3	29	8	4	10
SNTB1	272	137	59	13	35	107
SNTB2	20	36	48	18	19	7
SNTG1	49	64	1	6	27	11
SNTG2	4	0	0	0	0	3
SNW1	53	44	105	87	89	68
SNX1	211	292	487	573	1027	490
SNX10	70	57	39	97	0	20
SNX11	71	134	232	263	172	70
SNX12	209	190	269	69	184	167
SNX13	97	94	119	346	184	73
SNX14	285	282	379	112	227	133
SNX15	11	15	133	28	133	29
SNX16	17	11	44	17	30	20
SNX17	446	448	703	1081	1538	488
SNX19	60	47	69	43	100	60
SNX2	108	82	439	151	113	114
SNX22	93	127	13	1	4	2
SNX24	124	78	231	70	180	85
SNX25	73	47	303	143	114	159
SNX26	41	38	49	64	104	114
SNX27	64	75	152	329	282	126
SNX3	798	1640	2045	2182	4580	1636
SNX4	109	100	123	109	176	91
SNX5	237	291	1037	309	658	235
SNX6	347	325	827	1026	1095	462
SNX7	529	299	1344	1448	2507	434
SNX8	48	41	111	38	58	61
SNX9	22	36	474	255	324	204
SOAT1	106	118	342	457	257	111
SOAT2	0	0	0	1	8	1
SOC	1	0	0	0	0	1
SOCS1	3	4	14	6	0	12
SOCS2	75	46	48	171	66	39
SOCS3	12	0	27	3	7	25
SOCS4	41	29	65	103	59	75
SOCS5	42	39	71	91	157	69
SOCS6	32	12	90	215	91	88
SOCS7	110	108	448	145	524	80
SOD1	884	1252	1655	1906	2580	485
SOD2	119	95	816	19110	349	207
SOD3	48	1	663	1	0	0
SOLH	8	3	75	1	5	6
SON	562	442	705	744	1004	724
SORBS1	75	25	26	124	47	46
SORBS2	28	39	135	12	100	49
SORBS3	64	20	174	4	57	71
SORCS1	8	28	0	0	3	31
SORCS2	1	1	1	0	728	53
SORCS3	55	46	6	31	0	0
SORD	40	49	220	74	242	108
SORL1	519	265	7	125	4	11
SORT1	328	132	400	258	469	105
SOS1	69	82	136	162	182	84
SOS2	69	45	46	21	45	57
SOST	1	0	0	0	0	0
SOSTDC1	5	3	0	5	0	40
SOX1	139	159	0	0	524	194
SOX10	1969	1887	0	0	0	0
SOX11	562	294	89	251	242	466
SOX12	356	226	504	349	828	392
SOX13	33	16	18	13	26	8
SOX15	8	3	13	13	0	13
SOX18	15	2	1	0	0	1
SOX2	1621	1481	1614	1904	2245	2922
SOX21	558	1041	1118	2925	3030	367
SOX2OT	127	125	181	414	15	52
SOX3	2	2	330	70	2	12
SOX30	0	0	8	0	0	2
SOX4	1204	759	248	329	1131	1616
SOX5	185	127	63	140	453	373
SOX6	280	198	6	32	7	29
SOX7	0	1	4	0	6	0
SOX8	413	62	2	0	38	59
SOX9	19	49	373	231	346	401
SP1	36	26	163	118	81	40
SP100	4	15	119	168	108	26
SP110	17	21	27	85	42	35
SP140	0	0	0	15	0	1
SP192	2	0	12	0	1	2
SP2	32	33	121	62	248	88
SP3	89	97	184	138	94	155
SP4	54	70	111	92	79	45
SP5	0	0	11	32	0	9
SP6	0	0	0	0	1	0
SP7	0	1	0	0	0	0
SP8	1	5	12	0	0	1
SPA17	96	147	145	913	717	184
SPACA4	10	5	14	5	14	11
SPAG1	0	4	118	110	20	27
SPAG16	110	77	159	283	425	152
SPAG17	0	0	0	0	0	1
SPAG4	8	3	173	41	0	2
SPAG5	55	44	223	97	18	92
SPAG6	0	0	2	1	1	2
SPAG7	154	96	463	292	754	462
SPAG8	5	3	3	14	8	5
SPAG9	252	236	308	428	513	363
SPANX-N3	0	0	2	0	0	0
SPANXC	0	0	159	152	0	1
SPANXE	0	0	159	152	0	1
SPARC	6732	3819	17198	10397	38391	17067
